Date,Kommune,Transit,Residential,Retail,Workplace
2020-11-07,Frederikssund,-18,4,-1,-7
2020-11-07,Furesø,-29,4,10,-6
2020-11-07,Gentofte,-32,4,-1,-4
2020-11-07,Gladsaxe,-38,4,35,-13
2020-11-07,Glostrup,-23,4,0,-8
2020-11-07,Greve,10,4,-23,-15
2020-11-07,Gribskov,-39,4,34,-2
2020-11-07,Guldborgsund,-35,3,3,-6
2020-11-07,Haderslev,-18,3,5,15
2020-11-07,Halsnæs,-39,4,-18,-4
2020-11-07,Hedensted,-21,4,-8,3
2020-11-07,Helsingør,-47,4,-11,-3
2020-11-07,Herlev,-31,4,-14,-4
2020-11-07,Herning,-27,3,-12,-5
2020-11-07,Hillerød,-39,4,-5,-7
2020-11-07,Hjørring,-61,7,-29,-9
2020-11-07,Høje-Taastrup,-19,4,-12,-6
2020-11-07,Holbæk,-16,4,1,-7
2020-11-07,Holstebro,-21,4,-6,-13
2020-11-07,Horsens,-14,3,-1,-8
2020-11-07,Hørsholm,-16,4,-18,-8
2020-11-07,Hvidovre,-3,4,4,-7
2020-11-07,Ikast-Brande,-21,4,22,-3
2020-11-07,Ishøj,-30,4,5,-17
2020-11-07,Jammerbugt,-41,7,-18,-23
2020-11-07,Kalundborg,-8,4,-4,0
2020-11-07,Kerteminde,-33,3,-3,-1
2020-11-07,København,-37,4,-30,-12
2020-11-07,Køge,-22,4,-4,-2
2020-11-07,Kolding,-35,3,-10,4
2020-11-07,Læsø,-41,7,-18,-12
2020-11-07,Langeland,-33,3,-3,-1
2020-11-07,Lejre,-23,4,-4,-1
2020-11-07,Lemvig,-21,4,-8,-8
2020-11-07,Lolland,-37,4,-4,-4
2020-11-07,Lyngby-Taarbæk,-21,4,-16,-11
2020-11-07,Mariagerfjord,-41,7,13,-6
2020-11-07,Middelfart,-24,3,11,-5
2020-11-07,Morsø,-41,7,-18,-12
2020-11-07,Næstved,-5,4,3,-4
2020-11-07,Norddjurs,-21,4,15,4
2020-11-07,Nordfyns,-33,3,-3,10
2020-11-07,Nyborg,-33,3,-3,1
2020-11-07,Odder,-21,4,-8,-8
2020-11-07,Odense,-44,3,-14,-8
2020-11-07,Odsherred,-24,4,-4,-2
2020-11-07,Randers,-22,3,5,-14
2020-11-07,Rebild,-41,7,-18,-11
2020-11-07,Ringkøbing-Skjern,-21,4,8,-8
2020-11-07,Ringsted,-15,4,-1,-18
2020-11-07,Rødovre,-43,4,-25,-5
2020-11-07,Roskilde,-29,3,-14,-4
2020-11-07,Rudersdal,-25,4,-2,-2
2020-11-07,Samsø,-21,4,-8,-8
2020-11-07,Silkeborg,-1,4,5,1
2020-11-07,Skanderborg,-17,4,-5,-14
2020-11-07,Skive,-21,4,10,-8
2020-11-07,Slagelse,-21,5,-12,-15
2020-11-07,Solrød,-23,4,-4,-6
2020-11-07,Sønderborg,-17,3,-18,-2
2020-11-07,Sorø,-23,4,-4,-3
2020-11-07,Stevns,-23,4,-4,-13
2020-11-07,Struer,-21,4,-8,-16
2020-11-07,Svendborg,-6,3,8,-5
2020-11-07,Syddjurs,-40,4,16,-15
2020-11-07,Tårnby,-73,4,-5,-11
2020-11-07,Thisted,-41,7,-17,-22
2020-11-07,Tønder,-33,3,-3,2
2020-11-07,Vallensbæk,-39,4,-18,-8
2020-11-07,Varde,-33,3,15,10
2020-11-07,Vejen,-33,3,15,-2
2020-11-07,Vejle,-29,4,0,-5
2020-11-07,Vesthimmerlands,-41,7,-11,-11
2020-11-07,Viborg,-24,4,-12,0
2020-11-07,Vordingborg,-23,4,22,-1
2020-11-08,Aabenraa,-31,2,-12,-12
2020-11-08,Aalborg,-32,4,-18,-14
2020-11-08,Aarhus,-25,2,-14,-14
2020-11-08,Ærø,-25,2,9,-7
2020-11-08,Albertslund,-21,2,-9,-21
2020-11-08,Allerød,-40,2,-9,-11
2020-11-08,Assens,-25,2,9,-6
2020-11-08,Ballerup,14,2,-7,-6
2020-11-08,Billund,-59,2,9,-5
2020-11-08,Bornholm,13,2,17,-7
2020-11-08,Brøndby,-13,2,-9,2
2020-11-08,Brønderslev,-42,5,-14,-17
2020-11-08,Dragør,-40,2,-9,-11
2020-11-08,Egedal,-40,2,-9,-10
2020-11-08,Esbjerg,-18,1,-4,-8
2020-11-08,Faaborg-Midtfyn,13,2,9,-7
2020-11-08,Fanø,-25,2,9,-7
2020-11-08,Favrskov,-17,2,-2,-8
2020-11-08,Faxe,-16,2,4,-10
2020-11-08,Fredensborg,-28,2,-9,-4
2020-11-08,Fredericia,-45,2,27,-4
2020-11-08,Frederiksberg,-20,2,-25,-20
2020-11-08,Frederikshavn,-54,5,-6,-16
2020-11-08,Frederikssund,-19,2,9,-1
2020-11-08,Furesø,-14,2,24,0
2020-11-08,Gentofte,-25,2,6,-14
2020-11-08,Gladsaxe,-39,2,52,-16
2020-11-08,Glostrup,-24,2,9,-11
2020-11-08,Greve,-16,2,-14,-16
2020-11-08,Gribskov,-40,2,-9,-12
2020-11-08,Guldborgsund,-41,2,6,-7
2020-11-08,Haderslev,-8,2,18,-1
2020-11-08,Halsnæs,-40,2,-9,-1
2020-11-08,Hedensted,-17,2,-2,1
2020-11-08,Helsingør,-40,2,-1,-1
2020-11-08,Herlev,-42,2,-13,-11
2020-11-08,Herning,-11,1,1,-9
2020-11-08,Hillerød,-40,2,7,-16
2020-11-08,Hjørring,-67,5,-16,-16
2020-11-08,Høje-Taastrup,-23,2,-11,-10
2020-11-08,Holbæk,-7,2,2,0
2020-11-08,Holstebro,-10,2,1,-5
2020-11-08,Horsens,-6,2,2,-8
2020-11-08,Hørsholm,-14,2,-9,-11
2020-11-08,Hvidovre,5,2,9,-14
2020-11-08,Ikast-Brande,-17,2,-2,0
2020-11-08,Ishøj,-33,2,11,-15
2020-11-08,Jammerbugt,-42,5,-14,-22
2020-11-08,Kalundborg,-16,2,0,-5
2020-11-08,Kerteminde,-25,2,9,-7
2020-11-08,København,-38,2,-21,-15
2020-11-08,Køge,-6,2,11,-7
2020-11-08,Kolding,-30,2,-4,-1
2020-11-08,Læsø,-42,5,-14,-16
2020-11-08,Langeland,-25,2,9,-7
2020-11-08,Lejre,-16,2,4,-8
2020-11-08,Lemvig,-17,2,-2,-10
2020-11-08,Lolland,-34,2,4,-5
2020-11-08,Lyngby-Taarbæk,-16,2,-10,-8
2020-11-08,Mariagerfjord,-24,5,18,-9
2020-11-08,Middelfart,-19,2,26,-6
2020-11-08,Morsø,-42,5,-14,-16
2020-11-08,Næstved,-2,2,15,-7
2020-11-08,Norddjurs,-17,2,-2,-15
2020-11-08,Nordfyns,-25,2,9,3
2020-11-08,Nyborg,-25,2,9,-6
2020-11-08,Odder,-17,2,-2,-10
2020-11-08,Odense,-32,1,-3,-8
2020-11-08,Odsherred,-9,2,4,2
2020-11-08,Randers,-27,2,13,-15
2020-11-08,Rebild,-42,5,-14,-21
2020-11-08,Ringkøbing-Skjern,-17,2,17,-9
2020-11-08,Ringsted,-22,2,4,-14
2020-11-08,Rødovre,-34,2,-23,-11
2020-11-08,Roskilde,-26,2,-6,-9
2020-11-08,Rudersdal,-17,2,15,-14
2020-11-08,Samsø,-17,2,-2,-10
2020-11-08,Silkeborg,16,2,14,1
2020-11-08,Skanderborg,-7,2,-1,-12
2020-11-08,Skive,-17,2,1,-5
2020-11-08,Slagelse,-5,1,1,-14
2020-11-08,Solrød,-16,2,4,-8
2020-11-08,Sønderborg,1,2,-24,-8
2020-11-08,Sorø,-16,2,4,-2
2020-11-08,Stevns,-16,2,4,-8
2020-11-08,Struer,-17,2,-2,-10
2020-11-08,Svendborg,-7,2,22,-14
2020-11-08,Syddjurs,-53,2,-2,-7
2020-11-08,Tårnby,-72,2,5,-18
2020-11-08,Thisted,-42,5,-14,-16
2020-11-08,Tønder,-25,2,9,-11
2020-11-08,Vallensbæk,-40,2,-9,-11
2020-11-08,Varde,-25,2,30,1
2020-11-08,Vejen,-25,2,9,-3
2020-11-08,Vejle,-17,2,11,-7
2020-11-08,Vesthimmerlands,-42,5,-12,-23
2020-11-08,Viborg,-27,2,-6,-9
2020-11-08,Vordingborg,-16,2,4,-9
2020-11-09,Aabenraa,-24,4,-1,-9
2020-11-09,Aalborg,-41,8,-14,-19
2020-11-09,Aarhus,-23,7,-10,-15
2020-11-09,Ærø,-29,5,0,-11
2020-11-09,Albertslund,-28,6,8,-18
2020-11-09,Allerød,-43,10,-12,-30
2020-11-09,Assens,-29,5,0,-8
2020-11-09,Ballerup,-14,7,-9,-22
2020-11-09,Billund,-74,5,0,-13
2020-11-09,Bornholm,-9,5,9,-15
2020-11-09,Brøndby,-28,7,3,-18
2020-11-09,Brønderslev,-53,16,-12,-48
2020-11-09,Dragør,-41,8,-12,-20
2020-11-09,Egedal,-33,9,-17,-25
2020-11-09,Esbjerg,-17,4,-11,-13
2020-11-09,Faaborg-Midtfyn,-11,6,18,-10
2020-11-09,Fanø,-29,5,0,-11
2020-11-09,Favrskov,-18,6,-2,-17
2020-11-09,Faxe,-3,6,-2,-17
2020-11-09,Fredensborg,-26,7,-12,-19
2020-11-09,Fredericia,-44,4,4,-10
2020-11-09,Frederiksberg,-25,9,-19,-30
2020-11-09,Frederikshavn,-44,11,-6,-33
2020-11-09,Frederikssund,-26,6,8,-20
2020-11-09,Furesø,-36,8,6,-28
2020-11-09,Gentofte,-33,11,0,-31
2020-11-09,Gladsaxe,-45,9,41,-25
2020-11-09,Glostrup,-34,7,-2,-21
2020-11-09,Greve,-2,8,-12,-25
2020-11-09,Gribskov,-25,7,-12,-21
2020-11-09,Guldborgsund,-19,4,4,-8
2020-11-09,Haderslev,-22,5,13,-10
2020-11-09,Halsnæs,-14,5,-12,-16
2020-11-09,Hedensted,-19,6,-2,-12
2020-11-09,Helsingør,-33,7,2,-21
2020-11-09,Herlev,-31,7,-9,-21
2020-11-09,Herning,-19,5,5,-13
2020-11-09,Hillerød,66,7,2,-20
2020-11-09,Hjørring,-55,14,-24,-39
2020-11-09,Høje-Taastrup,-35,7,-3,-22
2020-11-09,Holbæk,-28,6,3,-20
2020-11-09,Holstebro,-20,4,-1,-11
2020-11-09,Horsens,-8,5,-3,-12
2020-11-09,Hørsholm,-22,8,-12,-29
2020-11-09,Hvidovre,-15,7,-2,-24
2020-11-09,Ikast-Brande,-32,6,-2,-10
2020-11-09,Ishøj,-25,6,2,-23
2020-11-09,Jammerbugt,-43,16,-12,-45
2020-11-09,Kalundborg,-2,5,-8,-12
2020-11-09,Kerteminde,-29,5,0,-12
2020-11-09,København,-40,10,-21,-27
2020-11-09,Køge,-17,7,9,-22
2020-11-09,Kolding,-22,5,0,-7
2020-11-09,Læsø,-43,10,-12,-30
2020-11-09,Langeland,-29,5,0,-6
2020-11-09,Lejre,-15,8,-2,-25
2020-11-09,Lemvig,-19,6,-2,-15
2020-11-09,Lolland,-25,3,-2,-7
2020-11-09,Lyngby-Taarbæk,-40,10,-26,-32
2020-11-09,Mariagerfjord,-28,6,6,-17
2020-11-09,Middelfart,-13,6,14,-11
2020-11-09,Morsø,-43,10,-12,-20
2020-11-09,Næstved,-13,5,8,-14
2020-11-09,Norddjurs,-19,4,10,-9
2020-11-09,Nordfyns,-29,4,0,-13
2020-11-09,Nyborg,-4,5,6,-11
2020-11-09,Odder,-19,7,-2,-14
2020-11-09,Odense,-36,6,-4,-14
2020-11-09,Odsherred,-16,5,7,-10
2020-11-09,Randers,-22,6,19,-15
2020-11-09,Rebild,-43,9,-12,-26
2020-11-09,Ringkøbing-Skjern,-14,6,8,-12
2020-11-09,Ringsted,-28,6,5,-19
2020-11-09,Rødovre,-38,7,-14,-23
2020-11-09,Roskilde,-29,8,-5,-19
2020-11-09,Rudersdal,-32,9,-3,-30
2020-11-09,Samsø,-19,6,-2,-14
2020-11-09,Silkeborg,-9,6,17,-8
2020-11-09,Skanderborg,-18,8,2,-17
2020-11-09,Skive,-10,5,13,-14
2020-11-09,Slagelse,-22,6,-8,-16
2020-11-09,Solrød,-21,7,-2,-25
2020-11-09,Sønderborg,-14,5,-17,-10
2020-11-09,Sorø,-25,6,-2,-18
2020-11-09,Stevns,-22,6,-2,-21
2020-11-09,Struer,-19,8,-2,-14
2020-11-09,Svendborg,-21,5,9,-12
2020-11-09,Syddjurs,-36,5,-8,-15
2020-11-09,Tårnby,-69,8,-6,-23
2020-11-09,Thisted,-48,12,-12,-33
2020-11-09,Tønder,-29,5,-2,-9
2020-11-09,Vallensbæk,-26,8,-12,-27
2020-11-09,Varde,-18,5,20,-10
2020-11-09,Vejen,-20,6,5,-10
2020-11-09,Vejle,-23,5,13,-12
2020-11-09,Vesthimmerlands,-53,14,-20,-39
2020-11-09,Viborg,-10,5,-11,-8
2020-11-09,Vordingborg,-12,5,14,-13
2020-11-10,Aabenraa,-21,5,-1,-12
2020-11-10,Aalborg,-37,7,-15,-16
2020-11-10,Aarhus,-22,6,-13,-14
2020-11-10,Ærø,-28,4,0,-12
2020-11-10,Albertslund,-21,5,11,-16
2020-11-10,Allerød,-36,9,-11,-28
2020-11-10,Assens,-28,3,28,-10
2020-11-10,Ballerup,-2,7,-11,-21
2020-11-10,Billund,-76,3,0,-16
2020-11-10,Bornholm,-21,4,16,-13
2020-11-10,Brøndby,-13,6,2,-18
2020-11-10,Brønderslev,-54,15,-12,-45
2020-11-10,Dragør,-37,7,-11,-24
2020-11-10,Egedal,-30,8,-14,-24
2020-11-10,Esbjerg,-9,4,-10,-13
2020-11-10,Faaborg-Midtfyn,7,5,12,-12
2020-11-10,Fanø,-28,4,0,-12
2020-11-10,Favrskov,-14,5,-5,-17
2020-11-10,Faxe,-12,5,-3,-13
2020-11-10,Fredensborg,-31,6,-11,-19
2020-11-10,Fredericia,-48,4,3,-11
2020-11-10,Frederiksberg,-24,8,-16,-28
2020-11-10,Frederikshavn,-34,11,-8,-30
2020-11-10,Frederikssund,-22,5,12,-18
2020-11-10,Furesø,-30,7,13,-22
2020-11-10,Gentofte,-25,9,0,-27
2020-11-10,Gladsaxe,-33,9,35,-23
2020-11-10,Glostrup,-28,7,1,-18
2020-11-10,Greve,-1,7,-16,-23
2020-11-10,Gribskov,-20,6,-11,-16
2020-11-10,Guldborgsund,-22,3,2,-8
2020-11-10,Haderslev,-24,4,9,-11
2020-11-10,Halsnæs,-16,5,-11,-15
2020-11-10,Hedensted,-18,6,-5,-13
2020-11-10,Helsingør,-25,6,7,-18
2020-11-10,Herlev,-29,7,-7,-22
2020-11-10,Herning,-22,4,1,-14
2020-11-10,Hillerød,90,6,2,-19
2020-11-10,Hjørring,-43,11,-18,-35
2020-11-10,Høje-Taastrup,-34,7,-5,-23
2020-11-10,Holbæk,-27,5,2,-17
2020-11-10,Holstebro,-12,4,0,-13
2020-11-10,Horsens,-6,5,-3,-10
2020-11-10,Hørsholm,-28,7,-11,-29
2020-11-10,Hvidovre,-8,7,1,-20
2020-11-10,Ikast-Brande,-28,5,-5,-14
2020-11-10,Ishøj,-14,5,0,-17
2020-11-10,Jammerbugt,-38,15,-12,-40
2020-11-10,Kalundborg,-12,4,-8,-9
2020-11-10,Kerteminde,-28,4,0,-12
2020-11-10,København,-37,8,-21,-25
2020-11-10,Køge,-19,5,4,-19
2020-11-10,Kolding,-17,4,-4,-8
2020-11-10,Læsø,-38,9,-12,-25
2020-11-10,Langeland,-28,4,0,-6
2020-11-10,Lejre,-18,7,-3,-21
2020-11-10,Lemvig,-18,5,-5,-15
2020-11-10,Lolland,-20,3,-3,-3
2020-11-10,Lyngby-Taarbæk,-34,9,-23,-29
2020-11-10,Mariagerfjord,-22,5,9,-12
2020-11-10,Middelfart,-16,4,19,-10
2020-11-10,Morsø,-38,9,-12,-16
2020-11-10,Næstved,-19,5,7,-11
2020-11-10,Norddjurs,-18,4,5,-10
2020-11-10,Nordfyns,-28,4,0,-15
2020-11-10,Nyborg,-8,4,3,-12
2020-11-10,Odder,-18,6,-5,-16
2020-11-10,Odense,-35,4,-1,-13
2020-11-10,Odsherred,-16,4,-3,-8
2020-11-10,Randers,-18,5,12,-15
2020-11-10,Rebild,-38,8,-12,-19
2020-11-10,Ringkøbing-Skjern,-18,5,-4,-12
2020-11-10,Ringsted,-27,5,3,-17
2020-11-10,Rødovre,-23,6,-14,-22
2020-11-10,Roskilde,-27,7,-9,-22
2020-11-10,Rudersdal,-25,10,-2,-29
2020-11-10,Samsø,-18,5,-5,-15
2020-11-10,Silkeborg,-13,5,11,-7
2020-11-10,Skanderborg,-22,7,-2,-20
2020-11-10,Skive,-8,5,7,-14
2020-11-10,Slagelse,-15,4,-6,-16
2020-11-10,Solrød,-17,6,-3,-23
2020-11-10,Sønderborg,-21,5,-15,-13
2020-11-10,Sorø,-20,6,-3,-16
2020-11-10,Stevns,-22,5,-3,-21
2020-11-10,Struer,-18,6,-5,-14
2020-11-10,Svendborg,-20,4,6,-12
2020-11-10,Syddjurs,-17,5,-4,-16
2020-11-10,Tårnby,-68,7,-1,-24
2020-11-10,Thisted,-37,10,-12,-29
2020-11-10,Tønder,-28,4,-5,-11
2020-11-10,Vallensbæk,-26,7,-11,-26
2020-11-10,Varde,-19,4,16,-10
2020-11-10,Vejen,-28,4,13,-10
2020-11-10,Vejle,-24,5,8,-15
2020-11-10,Vesthimmerlands,-52,12,-12,-35
2020-11-10,Viborg,-10,5,-12,-9
2020-11-10,Vordingborg,-17,5,11,-16
2020-11-11,Aabenraa,-21,5,3,-10
2020-11-11,Aalborg,-37,8,-15,-16
2020-11-11,Aarhus,-28,7,-14,-16
2020-11-11,Ærø,-27,5,0,-11
2020-11-11,Albertslund,-28,6,2,-18
2020-11-11,Allerød,-40,10,-12,-27
2020-11-11,Assens,-27,4,32,-9
2020-11-11,Ballerup,-7,8,-11,-20
2020-11-11,Billund,-74,5,10,-15
2020-11-11,Bornholm,-20,4,15,-12
2020-11-11,Brøndby,-20,7,0,-18
2020-11-11,Brønderslev,-49,16,-13,-48
2020-11-11,Dragør,-39,8,-12,-25
2020-11-11,Egedal,-35,9,-19,-25
2020-11-11,Esbjerg,-13,4,-4,-11
2020-11-11,Faaborg-Midtfyn,1,6,18,-10
2020-11-11,Fanø,-27,5,0,-11
2020-11-11,Favrskov,-12,6,-6,-17
2020-11-11,Faxe,-17,7,-2,-16
2020-11-11,Fredensborg,-26,7,-12,-21
2020-11-11,Fredericia,-46,4,-10,-10
2020-11-11,Frederiksberg,-25,10,-20,-29
2020-11-11,Frederikshavn,-38,12,-10,-32
2020-11-11,Frederikssund,-25,7,6,-19
2020-11-11,Furesø,-36,8,3,-23
2020-11-11,Gentofte,-31,11,-7,-30
2020-11-11,Gladsaxe,-36,9,35,-23
2020-11-11,Glostrup,-34,6,-3,-17
2020-11-11,Greve,-13,8,-6,-24
2020-11-11,Gribskov,-18,6,-12,-17
2020-11-11,Guldborgsund,-22,4,8,-10
2020-11-11,Haderslev,-12,6,7,-10
2020-11-11,Halsnæs,-11,5,-12,-17
2020-11-11,Hedensted,-21,6,-6,-12
2020-11-11,Helsingør,-33,7,-3,-20
2020-11-11,Herlev,-35,8,-9,-21
2020-11-11,Herning,-19,5,1,-12
2020-11-11,Hillerød,84,6,3,-16
2020-11-11,Hjørring,-56,13,-21,-39
2020-11-11,Høje-Taastrup,-30,7,-1,-22
2020-11-11,Holbæk,-29,7,6,-18
2020-11-11,Holstebro,-6,5,2,-12
2020-11-11,Horsens,-3,5,-7,-10
2020-11-11,Hørsholm,-19,8,-12,-28
2020-11-11,Hvidovre,-16,8,-3,-22
2020-11-11,Ikast-Brande,-31,5,-6,-10
2020-11-11,Ishøj,-26,5,5,-20
2020-11-11,Jammerbugt,-39,15,-13,-43
2020-11-11,Kalundborg,-13,6,-10,-8
2020-11-11,Kerteminde,-27,5,0,-11
2020-11-11,København,-38,9,-23,-25
2020-11-11,Køge,-19,6,9,-17
2020-11-11,Kolding,-15,6,3,-8
2020-11-11,Læsø,-39,10,-13,-28
2020-11-11,Langeland,-27,5,0,-6
2020-11-11,Lejre,-10,9,-2,-22
2020-11-11,Lemvig,-21,6,-6,-13
2020-11-11,Lolland,-25,4,22,-7
2020-11-11,Lyngby-Taarbæk,-37,10,-20,-29
2020-11-11,Mariagerfjord,-30,7,4,-14
2020-11-11,Middelfart,-21,6,17,-13
2020-11-11,Morsø,-39,10,-13,-20
2020-11-11,Næstved,-20,6,5,-13
2020-11-11,Norddjurs,-21,5,-4,-7
2020-11-11,Nordfyns,-27,5,0,-15
2020-11-11,Nyborg,-9,5,0,-10
2020-11-11,Odder,-21,8,-6,-15
2020-11-11,Odense,-35,5,-3,-12
2020-11-11,Odsherred,-29,5,-2,-12
2020-11-11,Randers,-19,5,19,-14
2020-11-11,Rebild,-39,10,-13,-22
2020-11-11,Ringkøbing-Skjern,-21,5,-1,-10
2020-11-11,Ringsted,-29,5,6,-18
2020-11-11,Rødovre,-26,8,-14,-21
2020-11-11,Roskilde,-28,8,-6,-22
2020-11-11,Rudersdal,-31,10,3,-30
2020-11-11,Samsø,-21,6,-6,-13
2020-11-11,Silkeborg,-13,6,12,-10
2020-11-11,Skanderborg,-23,8,-5,-18
2020-11-11,Skive,-9,5,11,-13
2020-11-11,Slagelse,-18,5,-5,-17
2020-11-11,Solrød,-18,7,-2,-21
2020-11-11,Sønderborg,-24,6,-19,-11
2020-11-11,Sorø,-27,6,-2,-19
2020-11-11,Stevns,-24,6,-2,-20
2020-11-11,Struer,-21,6,-6,-11
2020-11-11,Svendborg,-25,5,7,-10
2020-11-11,Syddjurs,-37,6,-4,-17
2020-11-11,Tårnby,-70,9,-5,-24
2020-11-11,Thisted,-42,12,-13,-30
2020-11-11,Tønder,-27,5,4,-11
2020-11-11,Vallensbæk,-39,8,-12,-24
2020-11-11,Varde,-18,5,15,-10
2020-11-11,Vejen,-24,5,6,-10
2020-11-11,Vejle,-24,6,11,-14
2020-11-11,Vesthimmerlands,-41,14,-17,-37
2020-11-11,Viborg,-9,6,-15,-7
2020-11-11,Vordingborg,-26,5,12,-15
2020-11-12,Aabenraa,-19,5,0,-11
2020-11-12,Aalborg,-36,9,-14,-18
2020-11-12,Aarhus,-25,8,-15,-13
2020-11-12,Ærø,-25,5,1,-11
2020-11-12,Albertslund,-27,7,13,-19
2020-11-12,Allerød,-34,12,-12,-28
2020-11-12,Assens,-25,5,31,-11
2020-11-12,Ballerup,-1,7,-5,-20
2020-11-12,Billund,-73,5,17,-13
2020-11-12,Bornholm,-6,5,15,-14
2020-11-12,Brøndby,-17,6,0,-17
2020-11-12,Brønderslev,-47,16,-8,-45
2020-11-12,Dragør,-38,8,-12,-26
2020-11-12,Egedal,-28,8,-15,-23
2020-11-12,Esbjerg,-6,5,-5,-12
2020-11-12,Faaborg-Midtfyn,6,6,20,-12
2020-11-12,Fanø,-25,5,1,-11
2020-11-12,Favrskov,-16,6,-5,-13
2020-11-12,Faxe,-16,6,-12,-16
2020-11-12,Fredensborg,-24,7,-12,-18
2020-11-12,Fredericia,-44,5,-3,-11
2020-11-12,Frederiksberg,-22,9,-19,-27
2020-11-12,Frederikshavn,-49,12,-10,-32
2020-11-12,Frederikssund,-26,6,6,-18
2020-11-12,Furesø,-34,7,7,-22
2020-11-12,Gentofte,-18,10,-5,-30
2020-11-12,Gladsaxe,-37,9,35,-25
2020-11-12,Glostrup,-27,7,2,-20
2020-11-12,Greve,8,7,-12,-21
2020-11-12,Gribskov,-19,7,-12,-17
2020-11-12,Guldborgsund,-28,4,8,-11
2020-11-12,Haderslev,-20,6,8,-9
2020-11-12,Halsnæs,-12,6,-12,-14
2020-11-12,Hedensted,-21,6,-5,-10
2020-11-12,Helsingør,-30,7,1,-18
2020-11-12,Herlev,-33,9,-6,-20
2020-11-12,Herning,-18,6,2,-13
2020-11-12,Hillerød,76,7,4,-19
2020-11-12,Hjørring,-51,14,-19,-37
2020-11-12,Høje-Taastrup,-28,7,-1,-20
2020-11-12,Holbæk,-26,6,3,-18
2020-11-12,Holstebro,-10,5,-3,-13
2020-11-12,Horsens,-13,6,-5,-11
2020-11-12,Hørsholm,-30,8,-8,-25
2020-11-12,Hvidovre,-12,8,1,-21
2020-11-12,Ikast-Brande,-25,6,11,-8
2020-11-12,Ishøj,-20,4,0,-21
2020-11-12,Jammerbugt,-41,16,-13,-41
2020-11-12,Kalundborg,-6,5,-9,-11
2020-11-12,Kerteminde,-25,5,1,-11
2020-11-12,København,-36,9,-23,-24
2020-11-12,Køge,-13,6,9,-21
2020-11-12,Kolding,-11,6,-1,-8
2020-11-12,Læsø,-41,11,-13,-26
2020-11-12,Langeland,-25,5,1,-4
2020-11-12,Lejre,4,9,0,-24
2020-11-12,Lemvig,-21,6,-5,-13
2020-11-12,Lolland,-23,4,32,-8
2020-11-12,Lyngby-Taarbæk,-31,10,-18,-28
2020-11-12,Mariagerfjord,-22,7,6,-14
2020-11-12,Middelfart,-16,7,14,-11
2020-11-12,Morsø,-41,11,-13,-19
2020-11-12,Næstved,-16,6,7,-12
2020-11-12,Norddjurs,-21,5,4,-10
2020-11-12,Nordfyns,-25,5,1,-15
2020-11-12,Nyborg,-4,5,1,-12
2020-11-12,Odder,-21,8,-5,-13
2020-11-12,Odense,-34,6,-4,-11
2020-11-12,Odsherred,-23,5,12,-10
2020-11-12,Randers,-14,6,18,-16
2020-11-12,Rebild,-41,10,-13,-22
2020-11-12,Ringkøbing-Skjern,-21,6,-1,-11
2020-11-12,Ringsted,-32,6,3,-16
2020-11-12,Rødovre,-25,8,-13,-20
2020-11-12,Roskilde,-27,8,-6,-20
2020-11-12,Rudersdal,-28,10,-2,-29
2020-11-12,Samsø,-21,6,-5,-13
2020-11-12,Silkeborg,-11,7,15,-7
2020-11-12,Skanderborg,-17,9,-2,-19
2020-11-12,Skive,-8,5,10,-14
2020-11-12,Slagelse,-23,5,-2,-15
2020-11-12,Solrød,-15,8,0,-22
2020-11-12,Sønderborg,-19,6,-17,-11
2020-11-12,Sorø,-23,7,0,-22
2020-11-12,Stevns,-22,6,0,-22
2020-11-12,Struer,-21,7,-5,-13
2020-11-12,Svendborg,-17,5,4,-10
2020-11-12,Syddjurs,-36,7,-5,-15
2020-11-12,Tårnby,-72,9,0,-23
2020-11-12,Thisted,-48,12,-17,-28
2020-11-12,Tønder,-25,5,0,-12
2020-11-12,Vallensbæk,-38,8,-12,-25
2020-11-12,Varde,-15,5,16,-8
2020-11-12,Vejen,-17,5,5,-12
2020-11-12,Vejle,-26,7,10,-13
2020-11-12,Vesthimmerlands,-42,14,-17,-35
2020-11-12,Viborg,-15,6,-11,-9
2020-11-12,Vordingborg,-20,5,21,-15
2020-11-13,Aabenraa,-20,5,-3,-10
2020-11-13,Aalborg,-36,8,-19,-17
2020-11-13,Aarhus,-22,7,-10,-14
2020-11-13,Ærø,-29,5,-1,-11
2020-11-13,Albertslund,-23,6,13,-17
2020-11-13,Allerød,-37,10,10,-29
2020-11-13,Assens,-29,4,31,-11
2020-11-13,Ballerup,0,7,-8,-19
2020-11-13,Billund,-72,6,19,-13
2020-11-13,Bornholm,-8,5,13,-12
2020-11-13,Brøndby,-18,6,-2,-14
2020-11-13,Brønderslev,-46,16,-16,-45
2020-11-13,Dragør,-38,8,-13,-23
2020-11-13,Egedal,-23,8,-16,-23
2020-11-13,Esbjerg,-14,5,-10,-12
2020-11-13,Faaborg-Midtfyn,3,5,28,-8
2020-11-13,Fanø,-29,5,-1,-11
2020-11-13,Favrskov,-16,7,49,-13
2020-11-13,Faxe,-7,7,-1,-17
2020-11-13,Fredensborg,-33,6,-13,-16
2020-11-13,Fredericia,-44,4,4,-11
2020-11-13,Frederiksberg,-26,9,-17,-28
2020-11-13,Frederikshavn,-43,11,-12,-31
2020-11-13,Frederikssund,-24,7,5,-18
2020-11-13,Furesø,-37,8,6,-23
2020-11-13,Gentofte,-19,10,0,-30
