Date,Kommune,Transit,Residential,Retail,Workplace
2020-08-01,Gentofte,-32,-6,50,14
2020-08-01,Gladsaxe,-22,-6,6,-11
2020-08-01,Glostrup,-4,-6,-15,-3
2020-08-01,Greve,10,-4,-18,-6
2020-08-01,Gribskov,-12,-6,-12,7
2020-08-01,Guldborgsund,126,-4,43,2
2020-08-01,Haderslev,36,-5,15,1
2020-08-01,Halsnæs,-12,-6,-12,1
2020-08-01,Hedensted,32,-5,3,-2
2020-08-01,Helsingør,24,-6,34,0
2020-08-01,Herlev,-14,-6,-27,-10
2020-08-01,Herning,11,-5,-31,-14
2020-08-01,Hillerød,-12,-6,-12,-3
2020-08-01,Hjørring,93,-5,36,7
2020-08-01,Høje-Taastrup,-7,-6,-36,-11
2020-08-01,Holbæk,31,-4,-1,1
2020-08-01,Holstebro,32,-5,-3,-12
2020-08-01,Horsens,10,-5,-8,-8
2020-08-01,Hørsholm,-1,-6,-12,-3
2020-08-01,Hvidovre,-4,-6,-2,-5
2020-08-01,Ikast-Brande,32,-5,3,3
2020-08-01,Ishøj,-6,-6,7,-5
2020-08-01,Jammerbugt,49,-5,21,-3
2020-08-01,Kalundborg,49,-4,25,1
2020-08-01,Kerteminde,36,-5,17,-1
2020-08-01,København,-14,-8,-22,-6
2020-08-01,Køge,28,-4,6,-2
2020-08-01,Kolding,33,-5,-6,-2
2020-08-01,Læsø,49,-5,21,1
2020-08-01,Langeland,36,-5,17,-1
2020-08-01,Lejre,49,-4,13,-8
2020-08-01,Lemvig,32,-5,3,-4
2020-08-01,Lolland,116,-4,13,2
2020-08-01,Lyngby-Taarbæk,47,-6,-28,-4
2020-08-01,Mariagerfjord,49,-5,88,-4
2020-08-01,Middelfart,36,-5,67,-3
2020-08-01,Morsø,49,-5,21,1
2020-08-01,Næstved,23,-4,17,6
2020-08-01,Norddjurs,32,-5,3,12
2020-08-01,Nordfyns,36,-5,17,11
2020-08-01,Nyborg,36,-5,17,-1
2020-08-01,Odder,32,-5,3,-4
2020-08-01,Odense,-18,-6,-20,0
2020-08-01,Odsherred,145,-4,13,26
2020-08-01,Randers,19,-5,7,0
2020-08-01,Rebild,49,-5,21,1
2020-08-01,Ringkøbing-Skjern,32,-5,96,2
2020-08-01,Ringsted,4,-4,-17,-4
2020-08-01,Rødovre,-21,-6,-42,-6
2020-08-01,Roskilde,-2,-4,-12,-1
2020-08-01,Rudersdal,-10,-6,-12,0
2020-08-01,Samsø,32,-5,3,-4
2020-08-01,Silkeborg,33,-5,17,-9
2020-08-01,Skanderborg,68,-5,14,-11
2020-08-01,Skive,32,-5,15,-11
2020-08-01,Slagelse,77,-4,7,-6
2020-08-01,Solrød,49,-4,13,1
2020-08-01,Sønderborg,36,-5,2,-1
2020-08-01,Sorø,49,-4,13,11
2020-08-01,Stevns,49,-4,13,-5
2020-08-01,Struer,32,-5,3,-4
2020-08-01,Svendborg,36,-5,40,0
2020-08-01,Syddjurs,32,-5,3,1
2020-08-01,Tårnby,-46,-6,1,-3
2020-08-01,Thisted,49,-5,37,4
2020-08-01,Tønder,36,-5,88,4
2020-08-01,Vallensbæk,-12,-6,-12,-3
2020-08-01,Varde,36,-5,126,8
2020-08-01,Vejen,36,-5,3,-8
2020-08-01,Vejle,42,-5,24,-3
2020-08-01,Vesthimmerlands,49,-5,28,-4
2020-08-01,Viborg,-12,-5,-12,-5
2020-08-01,Vordingborg,49,-4,77,0
2020-08-02,Aabenraa,42,-2,16,-4
2020-08-02,Aalborg,-12,-2,3,0
2020-08-02,Aarhus,-8,-2,-4,-5
2020-08-02,Ærø,16,-2,37,-4
2020-08-02,Albertslund,-20,-3,1,-10
2020-08-02,Allerød,-24,-3,1,-2
2020-08-02,Assens,16,-2,37,3
2020-08-02,Ballerup,-22,-3,-7,2
2020-08-02,Billund,-32,-2,37,-13
2020-08-02,Bornholm,-24,-3,1,26
2020-08-02,Brøndby,2,-3,1,-5
2020-08-02,Brønderslev,16,-2,36,-5
2020-08-02,Dragør,-24,-3,1,-2
2020-08-02,Egedal,-24,-3,1,-13
2020-08-02,Esbjerg,19,-2,6,-2
2020-08-02,Faaborg-Midtfyn,16,-2,37,-4
2020-08-02,Fanø,16,-2,37,-4
2020-08-02,Favrskov,10,-2,19,-6
2020-08-02,Faxe,27,-3,36,-11
2020-08-02,Fredensborg,-21,-3,1,-8
2020-08-02,Fredericia,-26,-2,37,-4
2020-08-02,Frederiksberg,-43,-3,-19,-5
2020-08-02,Frederikshavn,13,-2,120,13
2020-08-02,Frederikssund,-24,-3,17,12
2020-08-02,Furesø,-26,-3,1,-5
2020-08-02,Gentofte,-37,-3,37,17
2020-08-02,Gladsaxe,-23,-3,44,-4
2020-08-02,Glostrup,-15,-3,11,-2
2020-08-02,Greve,4,-3,-4,-4
2020-08-02,Gribskov,-24,-3,1,9
2020-08-02,Guldborgsund,62,-3,62,7
2020-08-02,Haderslev,16,-2,46,2
2020-08-02,Halsnæs,-24,-3,1,11
2020-08-02,Hedensted,10,-2,19,-4
2020-08-02,Helsingør,-14,-3,26,7
2020-08-02,Herlev,-23,-3,-11,-9
2020-08-02,Herning,-13,-2,-10,-11
2020-08-02,Hillerød,-24,-3,16,-5
2020-08-02,Hjørring,30,-2,84,1
2020-08-02,Høje-Taastrup,-8,-3,-19,-6
2020-08-02,Holbæk,22,-3,10,-1
2020-08-02,Holstebro,10,-2,11,-4
2020-08-02,Horsens,7,-2,6,-9
2020-08-02,Hørsholm,-11,-3,1,-2
2020-08-02,Hvidovre,-7,-3,-1,-12
2020-08-02,Ikast-Brande,10,-2,19,3
2020-08-02,Ishøj,-17,-3,24,-12
2020-08-02,Jammerbugt,16,-2,36,-3
2020-08-02,Kalundborg,27,-3,30,1
2020-08-02,Kerteminde,16,-2,37,-4
2020-08-02,København,-26,-4,-10,-4
2020-08-02,Køge,28,-3,19,-9
2020-08-02,Kolding,-14,-2,13,-4
2020-08-02,Læsø,16,-2,36,-1
2020-08-02,Langeland,16,-2,37,-4
2020-08-02,Lejre,27,-3,26,1
2020-08-02,Lemvig,10,-2,19,-6
2020-08-02,Lolland,109,-3,26,10
2020-08-02,Lyngby-Taarbæk,17,-3,-18,5
2020-08-02,Mariagerfjord,16,-2,36,-1
2020-08-02,Middelfart,16,-2,75,-6
2020-08-02,Morsø,16,-2,36,-1
2020-08-02,Næstved,7,-3,36,6
2020-08-02,Norddjurs,10,-2,19,9
2020-08-02,Nordfyns,16,-2,37,1
2020-08-02,Nyborg,16,-2,37,-11
2020-08-02,Odder,10,-2,19,-6
2020-08-02,Odense,-15,-3,5,3
2020-08-02,Odsherred,50,-3,26,31
2020-08-02,Randers,2,-2,31,-11
2020-08-02,Rebild,16,-2,36,-15
2020-08-02,Ringkøbing-Skjern,10,-2,19,-10
2020-08-02,Ringsted,-19,-3,-4,2
2020-08-02,Rødovre,-17,-3,-25,-4
2020-08-02,Roskilde,-10,-3,3,3
2020-08-02,Rudersdal,-1,-3,1,12
2020-08-02,Samsø,10,-2,19,-6
2020-08-02,Silkeborg,15,-2,37,-13
2020-08-02,Skanderborg,35,-2,17,-12
2020-08-02,Skive,10,-2,12,-3
2020-08-02,Slagelse,30,-3,24,-3
2020-08-02,Solrød,27,-3,26,1
2020-08-02,Sønderborg,16,-2,13,-6
2020-08-02,Sorø,27,-3,26,1
2020-08-02,Stevns,27,-3,26,1
2020-08-02,Struer,10,-2,19,-6
2020-08-02,Svendborg,100,-2,65,-7
2020-08-02,Syddjurs,-26,-2,19,-4
2020-08-02,Tårnby,-55,-3,1,-2
2020-08-02,Thisted,16,-2,53,1
2020-08-02,Tønder,16,-2,37,-11
2020-08-02,Vallensbæk,-24,-3,1,-2
2020-08-02,Varde,16,-2,37,-4
2020-08-02,Vejen,16,-2,37,-6
2020-08-02,Vejle,23,-2,43,-8
2020-08-02,Vesthimmerlands,16,-2,30,-10
2020-08-02,Viborg,-31,-2,2,-11
2020-08-02,Vordingborg,27,-3,26,-3
2020-08-03,Aabenraa,16,3,26,-35
2020-08-03,Aalborg,-22,4,19,-37
2020-08-03,Aarhus,-14,4,14,-38
2020-08-03,Ærø,-2,3,42,-36
2020-08-03,Albertslund,-31,5,16,-40
2020-08-03,Allerød,-31,5,12,-47
2020-08-03,Assens,-2,3,42,-36
2020-08-03,Ballerup,-42,5,2,-41
2020-08-03,Billund,-54,3,42,-40
2020-08-03,Bornholm,-27,3,12,-28
2020-08-03,Brøndby,-26,5,-7,-36
2020-08-03,Brønderslev,5,2,46,-36
2020-08-03,Dragør,-27,5,12,-40
2020-08-03,Egedal,-23,6,-12,-44
2020-08-03,Esbjerg,6,3,20,-37
2020-08-03,Faaborg-Midtfyn,72,4,42,-37
2020-08-03,Fanø,-2,3,42,-36
2020-08-03,Favrskov,-26,5,27,-39
2020-08-03,Faxe,10,5,32,-35
2020-08-03,Fredensborg,-19,5,12,-39
2020-08-03,Fredericia,-31,4,31,-37
2020-08-03,Frederiksberg,-43,4,2,-42
2020-08-03,Frederikshavn,30,2,116,-31
2020-08-03,Frederikssund,-17,5,21,-37
2020-08-03,Furesø,-27,7,17,-44
2020-08-03,Gentofte,-23,5,54,-44
2020-08-03,Gladsaxe,-31,6,46,-40
2020-08-03,Glostrup,-31,5,20,-32
2020-08-03,Greve,-21,6,7,-43
2020-08-03,Gribskov,-13,6,12,-33
2020-08-03,Guldborgsund,15,3,72,-33
2020-08-03,Haderslev,-2,3,38,-36
2020-08-03,Halsnæs,20,5,12,-36
2020-08-03,Hedensted,-8,3,27,-31
2020-08-03,Helsingør,-11,5,38,-39
2020-08-03,Herlev,-22,5,6,-39
2020-08-03,Herning,-11,4,2,-36
2020-08-03,Hillerød,32,4,38,-42
2020-08-03,Hjørring,70,4,68,-34
2020-08-03,Høje-Taastrup,-26,5,7,-41
2020-08-03,Holbæk,-20,4,28,-35
2020-08-03,Holstebro,-13,2,34,-32
2020-08-03,Horsens,-12,3,8,-35
2020-08-03,Hørsholm,-17,5,12,-47
2020-08-03,Hvidovre,-24,4,4,-40
2020-08-03,Ikast-Brande,-27,5,27,-33
2020-08-03,Ishøj,-26,5,24,-37
2020-08-03,Jammerbugt,6,3,46,-31
2020-08-03,Kalundborg,11,4,24,-32
2020-08-03,Kerteminde,-2,3,42,-39
2020-08-03,København,-25,4,7,-41
2020-08-03,Køge,-13,4,37,-41
2020-08-03,Kolding,-3,4,28,-35
2020-08-03,Læsø,6,3,46,-35
2020-08-03,Langeland,-2,3,42,-21
2020-08-03,Lejre,-16,4,32,-45
2020-08-03,Lemvig,-8,4,27,-31
2020-08-03,Lolland,54,2,32,-29
2020-08-03,Lyngby-Taarbæk,-31,6,-8,-45
2020-08-03,Mariagerfjord,12,3,64,-32
2020-08-03,Middelfart,0,4,60,-41
2020-08-03,Morsø,6,3,46,-29
2020-08-03,Næstved,-17,4,41,-39
2020-08-03,Norddjurs,-8,2,27,-28
2020-08-03,Nordfyns,-2,3,42,-36
2020-08-03,Nyborg,10,3,42,-36
2020-08-03,Odder,-8,4,27,-32
2020-08-03,Odense,-25,3,22,-35
2020-08-03,Odsherred,31,4,32,-20
2020-08-03,Randers,-21,3,46,-35
2020-08-03,Rebild,6,3,46,-40
2020-08-03,Ringkøbing-Skjern,-8,5,27,-32
2020-08-03,Ringsted,-24,4,13,-39
2020-08-03,Rødovre,-15,6,-2,-41
2020-08-03,Roskilde,-26,5,21,-42
2020-08-03,Rudersdal,-21,5,3,-43
2020-08-03,Samsø,-8,4,27,-35
2020-08-03,Silkeborg,-12,4,41,-36
2020-08-03,Skanderborg,-3,6,17,-40
2020-08-03,Skive,-8,3,34,-34
2020-08-03,Slagelse,-12,4,26,-37
2020-08-03,Solrød,-21,4,32,-44
2020-08-03,Sønderborg,25,5,34,-39
2020-08-03,Sorø,-27,4,32,-41
2020-08-03,Stevns,-7,4,32,-37
2020-08-03,Struer,-8,4,27,-33
2020-08-03,Svendborg,54,4,51,-39
2020-08-03,Syddjurs,-21,3,27,-31
2020-08-03,Tårnby,-53,6,7,-40
2020-08-03,Thisted,6,3,46,-33
2020-08-03,Tønder,-2,2,42,-31
2020-08-03,Vallensbæk,-38,5,12,-39
2020-08-03,Varde,-16,3,42,-34
2020-08-03,Vejen,-26,4,10,-38
2020-08-03,Vejle,-3,5,53,-35
2020-08-03,Vesthimmerlands,6,3,21,-32
2020-08-03,Viborg,-41,4,4,-35
2020-08-03,Vordingborg,6,3,89,-33
2020-08-04,Aabenraa,17,4,27,-36
2020-08-04,Aalborg,-20,3,15,-36
2020-08-04,Aarhus,-16,4,9,-38
2020-08-04,Ærø,-3,3,41,-36
2020-08-04,Albertslund,-29,4,19,-38
2020-08-04,Allerød,-33,4,11,-43
2020-08-04,Assens,-3,3,41,-38
2020-08-04,Ballerup,-38,5,4,-41
2020-08-04,Billund,-44,3,41,-40
2020-08-04,Bornholm,-26,2,11,-27
2020-08-04,Brøndby,-22,4,-1,-36
2020-08-04,Brønderslev,8,3,44,-38
2020-08-04,Dragør,-26,4,11,-38
2020-08-04,Egedal,-27,6,-10,-45
2020-08-04,Esbjerg,8,3,24,-37
2020-08-04,Faaborg-Midtfyn,-3,3,41,-37
2020-08-04,Fanø,-3,3,41,-36
2020-08-04,Favrskov,-20,3,24,-39
2020-08-04,Faxe,0,4,38,-33
2020-08-04,Fredensborg,-22,4,11,-40
2020-08-04,Fredericia,-38,3,31,-37
2020-08-04,Frederiksberg,-43,4,4,-43
2020-08-04,Frederikshavn,49,2,120,-29
2020-08-04,Frederikssund,-17,5,23,-38
2020-08-04,Furesø,-24,6,10,-42
2020-08-04,Gentofte,-21,5,55,-43
2020-08-04,Gladsaxe,-29,6,45,-38
2020-08-04,Glostrup,-32,4,17,-34
2020-08-04,Greve,-7,6,0,-43
2020-08-04,Gribskov,4,5,11,-33
2020-08-04,Guldborgsund,15,2,72,-33
2020-08-04,Haderslev,-5,3,29,-37
2020-08-04,Halsnæs,35,5,11,-35
2020-08-04,Hedensted,-7,4,24,-33
2020-08-04,Helsingør,1,4,52,-37
2020-08-04,Herlev,-21,4,9,-40
2020-08-04,Herning,-23,4,1,-36
2020-08-04,Hillerød,39,5,34,-42
2020-08-04,Hjørring,88,2,76,-33
2020-08-04,Høje-Taastrup,-26,5,6,-39
2020-08-04,Holbæk,-19,4,24,-36
2020-08-04,Holstebro,-13,3,26,-31
2020-08-04,Horsens,-16,4,13,-35
2020-08-04,Hørsholm,-21,4,11,-44
2020-08-04,Hvidovre,-18,4,2,-39
2020-08-04,Ikast-Brande,-25,5,24,-34
2020-08-04,Ishøj,-24,4,17,-37
2020-08-04,Jammerbugt,11,3,44,-32
2020-08-04,Kalundborg,6,3,20,-32
2020-08-04,Kerteminde,-3,3,41,-35
2020-08-04,København,-26,4,6,-40
2020-08-04,Køge,-11,4,30,-41
2020-08-04,Kolding,-3,3,26,-36
2020-08-04,Læsø,11,3,44,-34
2020-08-04,Langeland,-3,3,41,-22
2020-08-04,Lejre,-9,4,32,-41
2020-08-04,Lemvig,-7,3,24,-33
2020-08-04,Lolland,58,2,32,-28
2020-08-04,Lyngby-Taarbæk,-26,6,-9,-41
2020-08-04,Mariagerfjord,10,2,67,-33
2020-08-04,Middelfart,4,4,62,-39
2020-08-04,Morsø,11,3,44,-28
2020-08-04,Næstved,-17,4,41,-36
2020-08-04,Norddjurs,-7,2,24,-29
2020-08-04,Nordfyns,-3,3,41,-36
2020-08-04,Nyborg,0,3,41,-39
2020-08-04,Odder,-7,3,24,-31
2020-08-04,Odense,-26,3,21,-35
2020-08-04,Odsherred,20,3,32,-22
2020-08-04,Randers,-17,3,39,-35
2020-08-04,Rebild,11,3,44,-39
2020-08-04,Ringkøbing-Skjern,-7,4,123,-32
2020-08-04,Ringsted,-22,4,12,-41
2020-08-04,Rødovre,-22,4,-6,-41
2020-08-04,Roskilde,-25,5,18,-43
2020-08-04,Rudersdal,-17,6,2,-44
2020-08-04,Samsø,-7,3,24,-35
2020-08-04,Silkeborg,-11,4,38,-35
2020-08-04,Skanderborg,-2,5,22,-40
2020-08-04,Skive,-7,3,29,-34
2020-08-04,Slagelse,-7,3,24,-36
2020-08-04,Solrød,-7,4,32,-43
2020-08-04,Sønderborg,21,5,36,-40
2020-08-04,Sorø,-25,4,32,-39
2020-08-04,Stevns,-5,4,32,-37
2020-08-04,Struer,-7,3,24,-31
2020-08-04,Svendborg,58,3,51,-37
2020-08-04,Syddjurs,-9,3,24,-30
2020-08-04,Tårnby,-53,5,9,-41
2020-08-04,Thisted,11,4,57,-34
2020-08-04,Tønder,-3,3,41,-32
2020-08-04,Vallensbæk,-34,4,11,-42
2020-08-04,Varde,-15,3,41,-33
2020-08-04,Vejen,-29,4,14,-38
2020-08-04,Vejle,-5,4,51,-35
2020-08-04,Vesthimmerlands,11,3,20,-31
2020-08-04,Viborg,-41,4,-1,-35
2020-08-04,Vordingborg,16,4,97,-34
2020-08-05,Aabenraa,20,4,26,-34
2020-08-05,Aalborg,-22,5,15,-36
2020-08-05,Aarhus,-19,5,5,-37
2020-08-05,Ærø,-3,3,38,-35
2020-08-05,Albertslund,-30,5,10,-38
2020-08-05,Allerød,-36,5,10,-46
2020-08-05,Assens,-3,3,38,-38
2020-08-05,Ballerup,-40,6,5,-41
2020-08-05,Billund,-48,3,38,-37
2020-08-05,Bornholm,-29,2,10,-28
2020-08-05,Brøndby,-22,6,-1,-34
2020-08-05,Brønderslev,-4,4,37,-37
2020-08-05,Dragør,-29,5,10,-38
2020-08-05,Egedal,-25,7,-15,-44
2020-08-05,Esbjerg,5,3,23,-35
2020-08-05,Faaborg-Midtfyn,84,4,38,-35
2020-08-05,Fanø,-3,3,38,-35
2020-08-05,Favrskov,-33,5,20,-39
2020-08-05,Faxe,0,4,33,-35
2020-08-05,Fredensborg,-22,5,10,-41
2020-08-05,Fredericia,-32,3,11,-36
2020-08-05,Frederiksberg,-39,4,-4,-42
2020-08-05,Frederikshavn,13,4,85,-30
2020-08-05,Frederikssund,-15,6,15,-38
2020-08-05,Furesø,-23,6,6,-42
2020-08-05,Gentofte,-29,6,50,-45
2020-08-05,Gladsaxe,-35,6,32,-38
2020-08-05,Glostrup,-35,5,14,-34
2020-08-05,Greve,-16,6,15,-41
2020-08-05,Gribskov,-18,5,10,-32
2020-08-05,Guldborgsund,5,2,66,-33
2020-08-05,Haderslev,5,4,27,-37
2020-08-05,Halsnæs,35,7,10,-36
2020-08-05,Hedensted,-12,4,20,-32
2020-08-05,Helsingør,-11,6,44,-39
2020-08-05,Herlev,-23,5,6,-39
2020-08-05,Herning,-18,4,-1,-36
2020-08-05,Hillerød,51,4,27,-37
2020-08-05,Hjørring,40,4,66,-33
2020-08-05,Høje-Taastrup,-25,5,4,-41
2020-08-05,Holbæk,-15,5,22,-36
2020-08-05,Holstebro,-14,4,39,-32
2020-08-05,Horsens,-12,4,3,-35
2020-08-05,Hørsholm,-29,5,10,-42
2020-08-05,Hvidovre,-21,6,-1,-39
2020-08-05,Ikast-Brande,-21,4,22,-33
2020-08-05,Ishøj,-25,5,15,-36
2020-08-05,Jammerbugt,-3,5,37,-31
2020-08-05,Kalundborg,5,4,21,-33
2020-08-05,Kerteminde,-3,3,38,-37
2020-08-05,København,-27,4,1,-39
2020-08-05,Køge,-8,4,31,-41
2020-08-05,Kolding,-10,4,31,-36
2020-08-05,Læsø,-3,4,37,-34
2020-08-05,Langeland,-3,3,38,-25
2020-08-05,Lejre,-13,4,33,-41
2020-08-05,Lemvig,-12,4,20,-30
2020-08-05,Lolland,50,2,33,-29
2020-08-05,Lyngby-Taarbæk,-32,6,-11,-43
2020-08-05,Mariagerfjord,-5,4,44,-31
2020-08-05,Middelfart,-6,4,55,-37
2020-08-05,Morsø,-3,4,37,-32
2020-08-05,Næstved,-19,4,41,-36
2020-08-05,Norddjurs,-12,3,20,-27
2020-08-05,Nordfyns,-3,3,38,-32
2020-08-05,Nyborg,-3,3,38,-37
2020-08-05,Odder,-12,4,20,-32
2020-08-05,Odense,-25,3,18,-36
2020-08-05,Odsherred,36,4,33,-21
2020-08-05,Randers,-12,4,46,-34
2020-08-05,Rebild,-3,4,37,-40
2020-08-05,Ringkøbing-Skjern,-12,4,140,-29
2020-08-05,Ringsted,-25,5,17,-39
2020-08-05,Rødovre,-27,5,1,-40
2020-08-05,Roskilde,-24,5,17,-41
2020-08-05,Rudersdal,-27,7,6,-43
2020-08-05,Samsø,-12,4,20,-35
2020-08-05,Silkeborg,-16,5,33,-35
2020-08-05,Skanderborg,-9,6,14,-40
2020-08-05,Skive,-12,3,34,-35
2020-08-05,Slagelse,-11,3,22,-36
2020-08-05,Solrød,-5,4,33,-43
2020-08-05,Sønderborg,20,5,30,-37
2020-08-05,Sorø,-19,4,33,-37
2020-08-05,Stevns,-4,4,33,-37
2020-08-05,Struer,-12,4,20,-32
2020-08-05,Svendborg,48,3,59,-35
2020-08-05,Syddjurs,-22,4,20,-31
2020-08-05,Tårnby,-56,6,10,-39
2020-08-05,Thisted,-2,5,49,-34
2020-08-05,Tønder,-3,2,38,-32
2020-08-05,Vallensbæk,-24,5,10,-38
2020-08-05,Varde,-26,3,38,-33
2020-08-05,Vejen,-32,4,13,-36
2020-08-05,Vejle,-8,3,46,-34
2020-08-05,Vesthimmerlands,-3,4,17,-29
2020-08-05,Viborg,-39,5,0,-33
2020-08-05,Vordingborg,5,4,78,-33
2020-08-06,Aabenraa,18,2,23,-33
2020-08-06,Aalborg,-17,3,11,-34
2020-08-06,Aarhus,-18,4,-3,-37
2020-08-06,Ærø,-1,2,31,-34
2020-08-06,Albertslund,-31,3,15,-39
2020-08-06,Allerød,-40,3,7,-46
2020-08-06,Assens,-1,2,48,-36
2020-08-06,Ballerup,-37,4,1,-41
2020-08-06,Billund,-53,2,31,-35
2020-08-06,Bornholm,-26,1,7,-32
2020-08-06,Brøndby,-22,3,11,-35
2020-08-06,Brønderslev,8,3,21,-36
2020-08-06,Dragør,-26,3,7,-37
2020-08-06,Egedal,-22,6,-16,-43
2020-08-06,Esbjerg,9,2,12,-34
2020-08-06,Faaborg-Midtfyn,-1,3,50,-34
2020-08-06,Fanø,-1,2,31,-34
2020-08-06,Favrskov,-24,4,18,-40
2020-08-06,Faxe,2,5,31,-36
2020-08-06,Fredensborg,-18,4,7,-40
2020-08-06,Fredericia,-30,2,16,-36
2020-08-06,Frederiksberg,-35,1,-6,-42
2020-08-06,Frederikshavn,15,2,99,-29
2020-08-06,Frederikssund,-11,5,15,-38
2020-08-06,Furesø,-26,4,10,-42
2020-08-06,Gentofte,-23,3,51,-45
2020-08-06,Gladsaxe,-32,4,34,-37
2020-08-06,Glostrup,-27,3,12,-36
2020-08-06,Greve,-16,5,9,-42
2020-08-06,Gribskov,15,5,7,-32
2020-08-06,Guldborgsund,15,1,59,-32
2020-08-06,Haderslev,9,3,23,-36
2020-08-06,Halsnæs,37,5,7,-36
2020-08-06,Hedensted,-8,4,18,-33
2020-08-06,Helsingør,-3,4,45,-37
2020-08-06,Herlev,-23,3,0,-38
2020-08-06,Herning,-19,3,-5,-36
2020-08-06,Hillerød,41,4,27,-39
2020-08-06,Hjørring,53,3,62,-31
2020-08-06,Høje-Taastrup,-25,5,-2,-40
2020-08-06,Holbæk,-16,3,17,-35
2020-08-06,Holstebro,-5,2,27,-31
2020-08-06,Horsens,-16,3,4,-34
2020-08-06,Hørsholm,-29,3,-1,-42
2020-08-06,Hvidovre,-27,5,1,-37
2020-08-06,Ikast-Brande,-19,3,18,-33
2020-08-06,Ishøj,-26,3,19,-37
2020-08-06,Jammerbugt,7,3,37,-29
2020-08-06,Kalundborg,12,3,22,-32
2020-08-06,Kerteminde,-1,2,31,-34
2020-08-06,København,-23,2,-1,-39
2020-08-06,Køge,-6,4,36,-41
2020-08-06,Kolding,-15,2,19,-35
2020-08-06,Læsø,7,2,37,-32
2020-08-06,Langeland,-1,2,31,-24
2020-08-06,Lejre,-18,3,29,-41
2020-08-06,Lemvig,-8,3,18,-31
2020-08-06,Lolland,53,2,29,-27
2020-08-06,Lyngby-Taarbæk,-24,5,-8,-43
2020-08-06,Mariagerfjord,11,2,70,-32
2020-08-06,Middelfart,-1,2,52,-36
2020-08-06,Morsø,7,2,37,-31
2020-08-06,Næstved,-10,4,39,-36
2020-08-06,Norddjurs,-8,2,18,-29
2020-08-06,Nordfyns,-1,2,31,-34
2020-08-06,Nyborg,-1,2,51,-34
2020-08-06,Odder,-8,3,18,-32
2020-08-06,Odense,-26,1,8,-34
2020-08-06,Odsherred,28,4,29,-18
2020-08-06,Randers,-8,3,38,-33
2020-08-06,Rebild,7,2,37,-38
2020-08-06,Ringkøbing-Skjern,-8,3,121,-30
2020-08-06,Ringsted,-28,4,12,-38
2020-08-06,Rødovre,-18,4,-7,-40
2020-08-06,Roskilde,-24,4,11,-40
2020-08-06,Rudersdal,-23,6,8,-43
2020-08-06,Samsø,-8,3,18,-34
2020-08-06,Silkeborg,-5,4,33,-35
2020-08-06,Skanderborg,-1,5,28,-39
2020-08-06,Skive,-8,2,25,-32
2020-08-06,Slagelse,1,3,18,-35
2020-08-06,Solrød,-12,3,29,-40
2020-08-06,Sønderborg,30,4,25,-35
2020-08-06,Sorø,-27,3,29,-37
2020-08-06,Stevns,-2,3,29,-38
2020-08-06,Struer,-8,3,18,-30
2020-08-06,Svendborg,72,1,40,-32
2020-08-06,Syddjurs,-24,3,18,-31
2020-08-06,Tårnby,-56,5,18,-39
2020-08-06,Thisted,7,2,57,-31
2020-08-06,Tønder,-1,1,74,-31
2020-08-06,Vallensbæk,-22,3,7,-44
2020-08-06,Varde,-17,2,31,-32
2020-08-06,Vejen,-23,4,6,-37
2020-08-06,Vejle,-7,4,41,-34
2020-08-06,Vesthimmerlands,7,2,18,-29
2020-08-06,Viborg,-43,3,0,-35
2020-08-06,Vordingborg,5,3,76,-33
2020-08-07,Aabenraa,28,1,7,-33
2020-08-07,Aalborg,-17,1,-8,-34
2020-08-07,Aarhus,-20,2,-13,-38
2020-08-07,Ærø,-6,1,15,-35
2020-08-07,Albertslund,-32,2,-4,-38
2020-08-07,Allerød,-34,2,-4,-47
2020-08-07,Assens,-6,1,48,-36
2020-08-07,Ballerup,-37,3,-1,-40
2020-08-07,Billund,-59,1,64,-34
2020-08-07,Bornholm,145,0,131,-27
2020-08-07,Brøndby,-14,3,2,-34
2020-08-07,Brønderslev,24,0,28,-38
2020-08-07,Dragør,-26,2,-4,-41
2020-08-07,Egedal,-33,5,-24,-45
2020-08-07,Esbjerg,4,1,-6,-34
2020-08-07,Faaborg-Midtfyn,78,1,43,-36
2020-08-07,Fanø,-6,1,15,-35
2020-08-07,Favrskov,-32,3,3,-37
2020-08-07,Faxe,0,4,22,-35
2020-08-07,Fredensborg,-24,2,-4,-40
2020-08-07,Fredericia,-30,1,19,-35
2020-08-07,Frederiksberg,-32,0,-16,-43
2020-08-07,Frederikshavn,8,0,64,-28
2020-08-07,Frederikssund,-15,4,9,-39
2020-08-07,Furesø,-30,2,5,-42
2020-08-07,Gentofte,-19,1,34,-44
2020-08-07,Gladsaxe,-31,3,35,-39
2020-08-07,Glostrup,-27,2,3,-34
2020-08-07,Greve,-9,4,-4,-41
2020-08-07,Gribskov,13,4,-4,-34
2020-08-07,Guldborgsund,5,1,54,-29
2020-08-07,Haderslev,-1,3,11,-36
2020-08-07,Halsnæs,43,2,-4,-34
2020-08-07,Hedensted,-10,3,3,-31
2020-08-07,Helsingør,4,3,25,-37
2020-08-07,Herlev,-20,2,-9,-39
2020-08-07,Herning,-21,1,-22,-35
2020-08-07,Hillerød,55,3,9,-40
2020-08-07,Hjørring,54,0,30,-32
2020-08-07,Høje-Taastrup,-28,3,-15,-40
2020-08-07,Holbæk,-18,3,4,-36
2020-08-07,Holstebro,-19,0,8,-31
